row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,171103_PMA_TK_M1_01.mzML Peak height,171103_PMA_TK_M1_02.mzML Peak height,171103_PMA_TK_M1_03.mzML Peak height,171103_PMA_TK_M1_04.mzML Peak height,171103_PMA_TK_M1_05.mzML Peak height,171103_PMA_TK_M1_06.mzML Peak height,171103_PMA_TK_PA14_01.mzML Peak height,171103_PMA_TK_PA14_02.mzML Peak height,171103_PMA_TK_PA14_03.mzML Peak height,171103_PMA_TK_PA14_04.mzML Peak height,171103_PMA_TK_PA14_05.mzML Peak height,171103_PMA_TK_PA14_06.mzML Peak height,171103_PMA_TK_QC_03.mzML Peak height,171103_PMA_TK_QC_04.mzML Peak height,171103_PMA_TK_QC_05.mzML Peak height,171103_PMA_TK_QC_06.mzML Peak height,171103_PMA_TK_QC_07.mzML Peak height,171103_PMA_TK_QC_08.mzML Peak height,171103_PMA_TK_media_02.mzML Peak height,171103_PMA_TK_media_03.mzML Peak height,171103_PMA_TK_media_04.mzML Peak height,171103_PMA_TK_media_05.mzML Peak height,171103_PMA_TK_media_06.mzML Peak height,
210,479.1868829912203,0.73321724,,,,,,,,,,,4.128717E7,3.6936692E7,3.8305612E7,2.9906646E7,3.34529E7,3.7675956E7,4.578057E7,3.5231532E7,2.744962E7,2.760092E7,3.560366E7,3.2709776E7,3.8551804E7,3.35844E7,3.586554E7,2.7130804E7,2.92373E7,3.33773E7,0,0,0,0,0,
211,501.1688699918351,0.7332175,,,,,,,,,,,2.4962582E7,2.1727096E7,2.7234184E7,1.7584664E7,2.0738326E7,2.1758306E7,2.4858852E7,1.8562288E7,1.714112E7,1.7965446E7,1.9488286E7,1.9650244E7,2.4936158E7,2.1480554E7,2.2273934E7,1.7174278E7,1.8252452E7,1.6744926E7,0,0,0,0,0,
209,652.3044074215018,0.73458534,,,,,,,,,,,2.8032978E7,2.2459764E7,2.2615462E7,1.4982134E7,2.2255202E7,2.3385032E7,0,0,0,0,0,0,7954789.5,8178019.0,8097656.5,0,8274575.5,7942010.0,0,0,0,0,0,
212,286.1756849014536,0.7365429,,,,,,,,,,,0,0,0,0,0,7541726.5,2.840014E8,2.5513862E8,1.823717E8,1.9494062E8,2.7095795E8,2.2110411E8,6.917187E7,6.5244668E7,5.604341E7,4.1069956E7,4.2754704E7,3.5782356E7,4.2358496E8,4.232996E8,3.632887E8,4.32698E8,3.7604637E8,
213,379.69279738006594,0.73715013,,,,,,,,,,,1.105355E8,8.1105016E7,7.875433E7,6.55321E7,8.532587E7,1.0936456E8,0,0,0,0,0,0,4.3117092E7,3.6539424E7,4.106314E7,3.3224196E7,4.1664924E7,3.7773804E7,0,0,0,0,0,
201,219.13375545714575,0.7421952,,,,,,,,,,,1.6943366E7,1.6535526E7,1.7621684E7,4.997322E7,5.8947724E7,1.8217404E7,2.5396411E8,2.4334682E8,1.8938018E8,1.8732043E8,2.341744E8,2.049252E8,1.07119096E8,1.1261057E8,9.729897E7,1.0233602E8,9.3002664E7,9.72074E7,7.960748E8,7.75181E8,8.032629E8,6.7173254E8,6.513789E8,
217,243.13370919143617,0.74720407,,,,,,,,,,,1.4739375E7,1.2872605E7,1.3267561E7,1.0283598E7,1.4544169E7,1.5998265E7,2.632575E7,2.52939E7,1.7852858E7,1.9331148E7,2.3584974E7,2.1279376E7,1.2179644E7,1.0770874E7,1.0872573E7,1.1164717E7,1.0971898E7,1.1077684E7,6.2748692E7,7.29713E7,7.220637E7,5.838927E7,5.0177676E7,
216,693.7652289716085,0.74744254,,,,,,,,,,,3.713798E7,4.0638944E7,5.224076E7,4.157887E7,4.194996E7,4.0148052E7,0,0,0,0,0,0,3.530788E7,2.8123152E7,2.3180662E7,2.1465658E7,2.1294142E7,2.424749E7,0,0,0,0,0,
250,249.1264145755905,0.7525609,,,,,,,,,,,0,0,0,0,0,0,5.8329076E7,5.1356212E7,3.7527016E7,4.3196356E7,5.2561416E7,4.4737344E7,2.5881006E7,2.1280542E7,1.5550596E7,1.3846391E7,1.2260732E7,0,1.9655554E8,2.0897816E8,2.0423406E8,1.8798614E8,1.6920957E8,
219,336.15823744611725,0.75289196,,,,,,,,,,,0,0,0,0,0,0,4.7276704E7,4.448659E7,3.1045506E7,3.1499956E7,3.978322E7,3.834299E7,1.249266E7,1.2355308E7,1.1303315E7,1.1490387E7,1.0286676E7,1.1623344E7,5.9432132E7,6.895791E7,6.655123E7,5.971801E7,5.4677004E7,
231,233.149341410022,0.75452006,,,,,,,,,,,4.1634404E7,3.589271E7,2.8318058E7,2.4526962E7,3.40407E7,1.3919722E7,2.1629723E8,1.7652366E8,1.3589062E8,1.4633722E8,1.8351531E8,1.6949032E8,8.284236E7,8.90901E7,8.091133E7,8.2019704E7,7.795853E7,8.735359E7,4.2850432E8,4.7976938E8,4.4484624E8,4.5464544E8,3.8672E8,
223,189.12317721874103,0.7546991,,,,,,,,,,,0,0,0,0,0,0,2.3238555E8,2.0806146E8,1.5593462E8,1.6492635E8,1.9813443E8,1.7953614E8,6.1871444E7,6.219474E7,5.8114624E7,5.658268E7,5.1140804E7,5.815962E7,2.742428E8,3.1033142E8,2.903472E8,2.8753434E8,2.656558E8,
218,304.18651909591057,0.7548656,,,,,,,,,,,0,0,0,0,0,0,2.493983E7,2.391089E7,1.6297919E7,1.7632784E7,2.0535596E7,1.985103E7,1.4139395E7,1.2018722E7,0,1.3002344E7,0,0,1.0899382E8,1.0898019E8,1.2387389E8,1.11243784E8,1.0253664E8,
222,358.19675601975365,0.75508523,,,,,,,,,,,5.6287836E7,5.4593404E7,4.9762296E7,3.7558916E7,5.1345452E7,6.0101156E7,1.15789576E8,1.0365856E8,7.6053384E7,7.754119E7,9.749733E7,9.114889E7,4.598717E7,4.7067028E7,3.8260388E7,3.6536148E7,3.3157834E7,4.0037296E7,1.31924856E8,1.30960984E8,1.5489973E8,1.2540256E8,1.0573505E8,
220,412.1709323661094,0.7552388,,,,,,,,,,,0,0,0,0,0,7324255.5,3.2333094E7,2.4824708E7,1.7744164E7,2.0737914E7,2.5881148E7,2.2800714E7,9763800.0,1.0157206E7,9139882.0,9243976.0,8229492.0,1.09787E7,3.6320988E7,3.6004044E7,3.981954E7,3.4107892E7,2.8448754E7,
225,227.10239411134242,0.7611349,,,,,,,,,,,3.2385876E7,3.284434E7,2.721641E7,2.753428E7,3.3126884E7,3.2247848E7,3.5293756E7,3.243538E7,2.7021774E7,2.624534E7,3.0704942E7,3.0544888E7,2.4487704E7,2.4883216E7,2.2944952E7,2.4824398E7,2.2156468E7,2.508303E7,3.274451E7,3.2720558E7,3.402818E7,3.2878196E7,2.8480934E7,
228,679.785911138352,0.76692766,,,,,,,,,,,0,1.7689356E7,2.1873294E7,1.577087E7,1.7123144E7,2.2091906E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
226,561.2917026162901,0.76944685,,,,,,,,,,,0,0,0,0,0,0,0,1.5376791E7,0,0,0,0,0,0,0,0,0,0,5.8254492E7,5.616936E7,4.8492664E7,5.972991E7,5.6423316E7,
227,409.2053635307919,0.7714252,,,,,,,,,,,1.3659619E7,1.4026119E7,1.7577422E7,1.6112957E7,1.1738165E7,1.3119657E7,1.5283563E7,1.2961989E7,1.2562056E7,1.2920363E7,1.4430216E7,1.3825503E7,1.2595761E7,1.4605009E7,1.2995484E7,1.1755569E7,1.4318371E7,1.4182213E7,1.7975182E7,1.8872388E7,1.7228644E7,1.4644763E7,1.4067036E7,
191,316.1863576572177,0.77174455,,,,,,,,,,,3.6237936E7,3.1724178E7,3.4296908E7,2.7349758E7,2.6812818E7,3.620849E7,9.513198E7,9.069872E7,6.6554596E7,6.850894E7,8.8919944E7,7.495936E7,3.8635476E7,3.9961892E7,3.8334136E7,3.403666E7,3.5335908E7,3.887995E7,1.5218094E8,1.4287331E8,1.5509635E8,1.3777662E8,1.2785941E8,
230,1334.5974483376517,0.7718525,,,,,,,,,,,2.7095934E7,2.5783728E7,2.2968554E7,1.7876288E7,1.9879714E7,2.5160416E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,281.14926634425854,0.77225584,,,,,,,,,,,0,0,0,0,0,0,2.8847242E8,3.0028717E8,2.0935483E8,2.1952882E8,2.605891E8,2.4703968E8,7.638203E7,6.5140496E7,3.972915E7,3.7723996E7,3.2651146E7,2.879992E7,6.971518E8,6.4959725E8,7.189705E8,6.582848E8,6.171333E8,
233,338.16818562814666,0.77233773,,,,,,,,,,,1.0849875E7,1.1965193E7,1.3326241E7,1.1012774E7,9257333.0,9006211.0,1.7350114E7,1.7058486E7,1.5551076E7,1.8597562E7,1.8058978E7,1.7663014E7,1.5235582E7,1.6526858E7,1.5545395E7,1.4000743E7,1.4969672E7,1.632405E7,2.5516638E7,2.5136882E7,2.313462E7,1.9307976E7,2.0739832E7,
236,678.792188746894,0.7767134,,,,,,,,,,,2.9944248E7,3.4339676E7,3.447198E7,3.675167E7,2.772209E7,2.8230352E7,0,0,0,0,0,0,1.4092842E7,1.8411636E7,1.7170862E7,1.9221816E7,2.2609064E7,2.8677906E7,0,0,0,0,0,
237,667.8045392951864,0.7772834,,,,,,,,,,,6.842971E8,6.315433E8,5.6440454E8,4.4038493E8,4.860241E8,6.2835334E8,0,0,0,0,0,0,1.3355755E8,1.8639267E8,1.7387744E8,1.8348475E8,2.2058978E8,2.5002683E8,0,0,0,0,0,
229,387.2234037789759,0.77771413,,,,,,,,,,,2.1847478E7,1.9856324E7,2.1843826E7,1.8965616E7,2.1687938E7,2.9361762E7,3.480195E7,3.521393E7,2.5987658E7,2.5552508E7,3.328166E7,2.8592524E7,1.5800653E7,1.7116546E7,1.592019E7,1.429803E7,1.5129501E7,1.5808551E7,4.805976E7,4.570875E7,4.983013E7,4.304447E7,4.1082376E7,
235,659.8043226496101,0.77844185,,,,,,,,,,,4.5191484E7,4.0583536E7,4.1505964E7,3.0147562E7,3.032841E7,4.082887E7,0,0,0,0,0,0,1.1796134E7,1.6852886E7,1.5538596E7,1.4948626E7,1.9372102E7,2.2776884E7,0,0,0,0,0,
238,251.14993073272257,0.78007376,,,,,,,,,,,4.4706576E7,4.004042E7,4.1196724E7,3.3302886E7,3.6166492E7,4.598266E7,3.7147176E7,3.8385616E7,2.7525268E7,2.7924646E7,3.3622544E7,3.085142E7,2.5965126E7,2.9806464E7,2.6095622E7,2.3558612E7,2.7029766E7,2.6129946E7,4.653305E7,4.6384892E7,5.1954036E7,4.3557012E7,4.2944892E7,
242,451.2295326088515,0.78387046,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1639768E7,4.0240504E7,4.022642E7,2.9536698E7,2.9983212E7,
240,220.1177729116309,0.7848273,,,,,,,,,,,4.7047756E7,3.599001E7,4.6803116E7,3.464298E7,3.57588E7,4.1216228E7,1.1999416E8,1.05074504E8,8.562422E7,8.910761E7,1.0338009E8,9.514783E7,4.932991E7,5.861506E7,4.68825E7,4.2036616E7,4.5812776E7,4.846892E7,6.1067972E7,6.6728164E7,6.2436156E7,6.733294E7,5.9733376E7,
241,242.09959596400273,0.78482825,,,,,,,,,,,3.1081562E7,2.8570034E7,3.2269542E7,2.6048104E7,2.425485E7,2.6915368E7,4.0903104E7,3.2023788E7,2.866432E7,2.9298636E7,3.722675E7,3.584896E7,3.3223606E7,3.7881172E7,2.8745174E7,2.7842458E7,3.0121214E7,3.3289934E7,1.3024156E7,1.726589E7,1.7411836E7,1.3201898E7,1.2820147E7,
256,203.138872048265,0.78806776,,,,,,,,,,,0,0,0,0,0,7886633.5,1.9060956E7,1.6207681E7,1.3972488E7,1.4266432E7,1.9479988E7,1.6018584E7,3.6425708E7,3.630348E7,2.692241E7,3.3136696E7,3.4016628E7,2.9303986E7,3.081444E8,3.2430355E8,3.1930285E8,2.612682E8,2.4042288E8,
244,652.7966140091622,0.7910161,,,,,,,,,,,4.012866E7,2.778057E7,2.4209108E7,2.0424826E7,2.5779652E7,3.2749586E7,0,0,0,0,0,0,8502935.0,1.1046735E7,9958853.0,1.2531485E7,1.192964E7,1.2347172E7,0,0,0,0,0,
243,237.12299332749993,0.7939011,,,,,,,,,,,0,0,0,0,0,0,3.666161E7,4.048738E7,2.6569118E7,3.1315302E7,3.1998078E7,3.5437236E7,1.8563594E7,1.5983651E7,1.6114952E7,1.423808E7,1.4659707E7,0,7.8875864E7,8.135795E7,7.693122E7,7.338703E7,7.003689E7,
245,694.2607385616012,0.7967329,,,,,,,,,,,4.1600176E7,4.024225E7,4.6395244E7,4.3373268E7,3.4062124E7,3.677649E7,0,0,0,0,0,0,3.454951E7,3.277477E7,3.0687792E7,2.7767886E7,2.6089514E7,2.674136E7,0,0,0,0,0,
247,401.28668411489525,0.800185,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3275865E8,1.4473285E8,1.5183158E8,1.3627832E8,1.4183936E8,
263,261.14422371785605,0.8006037,,,,,,,,,,,2.7295004E7,2.6170162E7,2.3883202E7,2.0199996E7,2.5777306E7,2.9253832E7,1.5982715E8,1.2591493E8,1.0307016E8,9.760451E7,1.138083E8,1.2556852E8,3.9850024E7,3.991718E7,3.686424E7,3.6787696E7,3.6388336E7,3.9362584E7,2.0641005E8,2.2234512E8,2.3896008E8,1.8922462E8,1.5365749E8,
248,242.18596894092107,0.80116063,,,,,,,,,,,2.1834858E8,1.9378648E8,2.01416E8,1.501138E8,1.7215144E8,2.3759987E8,2.0776349E8,2.0237414E8,1.6280253E8,1.6349394E8,1.9131731E8,1.8389907E8,1.3226927E8,1.2604786E8,1.1671048E8,1.1244408E8,1.1989464E8,1.112014E8,1.7892133E8,1.9773747E8,1.9831214E8,1.6577979E8,1.6587782E8,
249,201.14696524290912,0.804543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.259938E7,0,0,0,0,0,1.5573702E8,1.5912651E8,1.6208379E8,1.5791035E8,1.5534696E8,
254,279.1344448765769,0.805909,,,,,,,,,,,8.148107E7,7.2923256E7,7.412529E7,5.64275E7,6.3484148E7,9.3568136E7,1.3245184E8,1.2360575E8,9.810859E7,1.02971144E8,1.19174936E8,1.1155217E8,5.1034044E7,5.1372972E7,4.908434E7,4.972864E7,5.2078144E7,4.505504E7,1.1844512E8,1.2518767E8,1.343543E8,1.06462376E8,1.0416292E8,
253,382.19431460169477,0.80602354,,,,,,,,,,,9330195.0,9238677.0,9762510.0,6979483.0,8145874.5,9959810.0,1.6270227E7,1.255566E7,1.263344E7,1.236873E7,1.5935427E7,1.4412536E7,0,0,0,0,0,0,1.2889829E7,1.1541984E7,1.0370239E7,9891629.0,9689110.0,
252,360.2124495999134,0.80649924,,,,,,,,,,,1.12470984E8,1.0475088E8,1.0682395E8,7.156078E7,9.343619E7,1.3108163E8,2.0659694E8,1.8641747E8,1.4782981E8,1.4303974E8,1.7719683E8,1.6084875E8,8.254204E7,6.933832E7,6.718674E7,6.377549E7,6.4095636E7,5.4429788E7,1.7394168E8,1.8404197E8,1.9757467E8,1.4906526E8,1.4456851E8,
255,229.1545072338224,0.81154543,,,,,,,,,,,5.0082716E7,4.680456E7,4.5310456E7,3.6752108E7,4.132258E7,5.7180964E7,1.0108202E9,8.452333E8,7.3284346E8,7.0893555E8,8.795906E8,8.149156E8,7.969034E8,8.335709E8,7.3098374E8,6.047647E8,6.77205E8,6.4657466E8,4.0573916E9,4.476186E9,4.4945075E9,3.8414968E9,3.7304868E9,
258,357.2129803694223,0.81602865,,,,,,,,,,,1.4796429E7,1.4180961E7,1.1795929E7,1.0327338E7,1.1272808E7,1.6359604E7,1.3678265E7,1.4219215E7,1.3033475E7,1.0480872E7,1.1769654E7,1.1527108E7,7333714.0,8941573.0,8753650.0,0,8942500.0,7436708.5,1.2799679E7,1.0799288E7,1.1034434E7,1.1582947E7,1.1486229E7,
259,276.17039792402704,0.81953245,,,,,,,,,,,1.2548357E8,1.2104721E8,1.1171104E8,9.722917E7,1.1306871E8,1.4926968E8,1.367672E8,1.3553978E8,1.1221757E8,9.7808744E7,1.19639736E8,1.1721044E8,7.761424E7,8.0951416E7,7.547665E7,7.042625E7,8.119304E7,7.415445E7,1.2747888E8,1.2778502E8,1.3822888E8,1.29099816E8,1.2136259E8,
262,219.13375236406173,0.8263413,,,,,,,,,,,6.1969964E7,5.775417E7,5.733989E7,4.716389E7,5.4490748E7,7.252319E7,8.4280616E7,7.197083E7,5.7564348E7,5.737258E7,6.3870252E7,6.3203456E7,4.316941E7,4.489458E7,4.37661E7,4.3032868E7,4.043495E7,4.402255E7,8.7512264E7,8.556319E7,9.525254E7,8.129354E7,6.454128E7,
260,183.6103859829984,0.82742524,,,,,,,,,,,0,0,0,0,0,0,1.185999E7,1.279715E7,0,8895742.0,1.0578692E7,0,0,0,0,0,0,0,3.598264E7,4.1343892E7,4.1643124E7,4.167527E7,2.9519502E7,
264,201.1232329421496,0.82870626,,,,,,,,,,,1.5291644E7,1.405444E7,1.5019039E7,1.519848E7,1.5348988E7,1.8743918E7,1.6809354E7,1.5772728E7,1.371999E7,1.3914402E7,1.3607138E7,1.4684059E7,1.1784301E7,1.399177E7,1.4777397E7,1.2676826E7,1.1201658E7,1.3905081E7,1.2870136E7,1.395624E7,1.4093339E7,1.3645415E7,1.3693045E7,
261,366.21343141501194,0.83007866,,,,,,,,,,,0,0,0,0,0,0,1.3411956E7,1.2187463E7,9780608.0,8857944.0,1.2266218E7,1.1331445E7,0,0,0,0,0,0,4.204602E7,4.554426E7,4.8759496E7,4.3684468E7,3.8686256E7,
265,306.1446076104198,0.8310659,,,,,,,,,,,2.447713E7,2.191937E7,2.4610434E7,2.0398138E7,2.0436314E7,2.9444788E7,0,0,0,0,0,0,9124728.0,1.018816E7,9479471.0,0,9725167.0,1.0495592E7,0,0,0,0,0,
246,457.3015634588738,0.83263946,,,,,,,,,,,0,0,0,0,0,0,3.451616E7,3.05602E7,3.1379582E7,3.0396788E7,3.0961572E7,2.8332714E7,3.9398256E7,3.7082704E7,3.0644282E7,2.849114E7,3.378315E7,2.971459E7,1.4968923E8,1.538547E8,1.7533952E8,1.526335E8,1.626799E8,
278,247.11074155606315,0.83698195,,,,,,,,,,,9685907.0,8851060.0,9096071.0,0,0,9819386.0,2.7353952E7,2.6848568E7,2.1803242E7,2.306753E7,2.7304812E7,2.3498738E7,9731746.0,9792268.0,9188000.0,8660449.0,8946129.0,0,2.4940714E7,1.7088138E7,2.8569946E7,2.7506904E7,2.4166786E7,
270,441.2341158570604,0.8373761,,,,,,,,,,,1.6924018E7,1.4642022E7,1.4779962E7,1.0993054E7,1.3662715E7,2.090572E7,2.0281564E7,2.0038568E7,1.3988107E7,1.2995693E7,1.6320622E7,1.5168927E7,9646812.0,9551364.0,9652726.0,9324271.0,1.0770917E7,8917751.0,1.9926422E7,2.2068826E7,2.5501838E7,2.086023E7,2.2094942E7,
272,205.12577369766646,0.83827007,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.132599E7,2.3028642E7,2.7573172E7,2.4674618E7,2.2791954E7,
274,443.14750218221,0.844013,,,,,,,,,,,1.0312514E8,1.007683E8,1.1248371E8,9.4300504E7,1.1304224E8,1.1945221E8,1.1910691E8,9.247097E7,9.221392E7,1.0035065E8,1.0129971E8,1.03607384E8,6.650192E7,6.538065E7,6.217657E7,7.955503E7,6.71616E7,6.0257764E7,0,0,0,0,0,
273,211.08646728856448,0.8440603,,,,,,,,,,,7.789051E8,7.5424794E8,7.834229E8,6.91813E8,7.4493274E8,9.0233114E8,1.02482694E9,8.37647E8,7.356934E8,8.209502E8,8.6290656E8,8.9739226E8,6.781172E8,6.8984723E8,6.2856416E8,6.2017626E8,6.0938035E8,5.6919597E8,0,0,0,0,0,
268,409.2442381164894,0.8462385,,,,,,,,,,,0,0,0,0,0,0,1.5636179E7,1.6479443E7,1.0642894E7,0,1.3706371E7,1.3355511E7,0,0,0,0,0,0,5.5654284E7,5.474951E7,6.5725908E7,5.78323E7,4.8168812E7,
277,243.1337127934591,0.84661084,,,,,,,,,,,1.5582155E7,1.2781202E7,1.4024607E7,1.049697E7,1.2469813E7,1.7430444E7,5.021635E7,3.6125616E7,3.0269756E7,2.9899764E7,3.4815084E7,3.9468668E7,9478368.0,1.370413E7,1.2483613E7,1.3198938E7,1.2372943E7,1.3350122E7,6.4209176E7,7.0939096E7,7.7375464E7,6.042531E7,4.342592E7,
275,359.2648077252401,0.8468284,,,,,,,,,,,0,0,0,0,0,0,1.9441296E7,1.970696E7,1.6837116E7,1.1865539E7,1.4427139E7,1.6221994E7,2.5024942E7,2.2304378E7,2.1760738E7,1.3844788E7,1.2065623E7,9199521.0,2.6306504E8,2.6039934E8,2.798436E8,2.9224003E8,2.6291544E8,
269,461.3326949442702,0.8490801,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.304247E7,1.3848473E7,1.4048861E7,0,1.30157E7,1.2175419E7,1.6824395E8,1.629555E8,1.7652816E8,1.7347645E8,1.4126411E8,
276,344.18111518806404,0.849336,,,,,,,,,,,0,0,0,0,0,0,5.3480588E7,4.9408844E7,3.5556256E7,3.7245908E7,4.563597E7,4.41374E7,1.727552E7,1.6909514E7,1.3578314E7,1.371779E7,1.2613536E7,1.238728E7,7.0164936E7,7.352639E7,8.990963E7,7.084616E7,5.8783976E7,
267,253.15181777297633,0.8497852,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.8056004E7,1.879612E7,1.8082096E7,1.8715452E7,1.94744E7,1.6466397E7,6.076705E7,5.808563E7,6.2832624E7,5.776437E7,5.4439252E7,
286,230.15789618524929,0.8557055,,,,,,,,,,,0,0,0,0,0,8211898.0,1.261878E8,1.0777241E8,9.493895E7,9.044795E7,1.0349812E8,9.9333976E7,1.03156216E8,9.256271E7,9.388562E7,8.913239E7,8.892703E7,7.4142E7,5.0320803E8,4.9982566E8,5.6105434E8,5.00109E8,4.761253E8,
282,345.14419157885027,0.8669616,,,,,,,,,,,0,0,0,0,0,0,7.86681E7,6.5911984E7,5.141206E7,4.9839764E7,5.9980164E7,5.791923E7,2.4289184E7,1.4327289E7,0,0,0,0,1.6312538E8,1.696158E8,1.7861446E8,1.7290482E8,1.5727728E8,
284,479.28372187503544,0.87367,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1135856E7,3.012628E7,3.224943E7,2.9487618E7,2.8662692E7,
285,247.12864390901188,0.8781777,,,,,,,,,,,2.7427354E7,2.6215706E7,2.5714608E7,1.9669174E7,2.3097466E7,2.8642254E7,3.1449364E7,3.0517724E7,2.443127E7,2.1614046E7,2.890371E7,2.6881062E7,1.8757554E7,2.011335E7,1.8302654E7,2.1486058E7,1.709624E7,1.6551886E7,1.9008944E7,2.0574634E7,2.299942E7,2.24623E7,1.7047898E7,
287,270.1921438222464,0.8811969,,,,,,,,,,,1.692305E8,1.5845094E8,1.6094883E8,1.1809917E8,1.3978634E8,1.7768898E8,2.0461208E8,2.0152885E8,1.5687165E8,1.440941E8,2.0008227E8,1.6787518E8,1.245165E8,1.1512763E8,1.0811007E8,1.2530219E8,1.10880296E8,1.0027029E8,1.9026341E8,1.8728786E8,2.1317291E8,1.9477328E8,1.6388346E8,
288,304.1764715411197,0.884463,,,,,,,,,,,1.8814366E8,1.6499443E8,1.7585722E8,1.28660984E8,1.5405714E8,1.9310901E8,1.968766E8,2.19939E8,1.6203757E8,1.5801557E8,2.0484973E8,1.8294677E8,1.2878339E8,1.3384894E8,1.2032798E8,1.4569269E8,1.1664356E8,1.117657E8,1.864046E8,1.8924645E8,2.0662026E8,1.9315538E8,1.7185072E8,
289,459.3170688878733,0.88455313,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.706928E7,1.7980692E7,2.1577882E7,5.2153576E7,4.312981E7,
290,442.2658283915464,0.8849248,,,,,,,,,,,1.0778662E7,8434389.0,8903201.0,6671461.5,7915296.5,1.087677E7,1.0340681E7,1.2481462E7,8126292.5,6775265.0,1.034809E7,8524812.0,0,0,0,0,0,0,0,0,0,0,0,
292,312.1914624523882,0.8895001,,,,,,,,,,,2.021399E7,1.7439452E7,1.8303978E7,1.2997801E7,1.6608444E7,2.1509422E7,2.5638184E7,2.7473592E7,1.990222E7,1.9995638E7,2.61511E7,2.2163784E7,1.6119586E7,1.4945395E7,1.3640761E7,1.3826098E7,1.2522436E7,1.1848326E7,2.3742742E7,2.4428676E7,2.5420612E7,2.2488154E7,2.1003008E7,
294,229.15452508118886,0.8918926,,,,,,,,,,,5.510263E7,2.9889514E7,3.1425642E7,1.0303049E7,4.175767E7,3.4899256E7,8.248449E8,8.238004E8,5.6459245E8,5.781946E8,7.6560416E8,6.647371E8,7.8160646E8,7.80469E8,7.041648E8,7.180811E8,6.764938E8,6.27936E8,4.1832566E9,4.1897805E9,4.7019397E9,4.2120722E9,3.9581102E9,
291,251.13633402558153,0.8942903,,,,,,,,,,,0,0,0,0,0,0,1.5925015E7,1.7328194E7,1.2508004E7,1.4850714E7,1.6415293E7,1.6321305E7,1.8390696E7,1.6677659E7,1.5993607E7,1.7014738E7,1.656382E7,1.4421483E7,4.5489576E7,4.4123668E7,4.5513024E7,4.343642E7,4.40302E7,
295,415.2546849246073,0.8955677,,,,,,,,,,,1.21030456E8,9.676562E7,1.01223496E8,7.544909E7,9.597664E7,1.2935257E8,0,0,0,0,0,0,3.6295852E7,4.9845844E7,4.3467236E7,3.657302E7,3.5907616E7,4.2763184E7,0,0,0,0,0,
296,195.11270469349324,0.8974893,,,,,,,,,,,2.970121E8,2.579805E8,2.7298384E8,2.1876784E8,2.7644227E8,3.072914E8,3.7507056E8,3.3289427E8,2.2941682E8,2.490953E8,2.9974138E8,2.7017642E8,2.0974878E8,2.4185024E8,1.9906768E8,2.0701763E8,2.2389157E8,2.0057726E8,2.740019E8,2.846626E8,2.7015472E8,2.3984437E8,2.4341325E8,
297,326.2071651660111,0.8978498,,,,,,,,,,,3.0328656E7,2.5381756E7,2.6312356E7,2.0355044E7,2.50023E7,3.39331E7,3.0514994E7,3.0761996E7,2.399104E7,2.4049722E7,2.951776E7,2.5821134E7,1.797849E7,1.8871606E7,1.9597516E7,1.8944378E7,1.8174962E7,1.7133252E7,3.1415826E7,3.1425246E7,3.361151E7,3.2448454E7,3.1124238E7,
299,172.09668417400272,0.901088,,,,,,,,,,,4.214966E7,4.4256612E7,5.190089E7,3.8662684E7,4.4698904E7,5.252182E7,2.309175E7,2.3061074E7,2.047475E7,1.822651E7,2.1444494E7,2.3515068E7,3.1881246E7,2.8174188E7,2.4137952E7,2.711884E7,2.0820014E7,1.8859738E7,0,0,0,0,0,
298,445.30165708037896,0.9022339,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9428004E7,3.5605596E7,4.2655984E7,4.417004E7,3.5005988E7,
280,231.17016072830396,0.90482634,,,,,,,,,,,3.845849E7,3.180882E7,2.7906602E7,2.1914878E7,2.423577E7,3.51245E7,1.7131666E8,1.7076174E8,1.2608445E8,1.2785098E8,1.607661E8,1.3577971E8,6.3646995E8,5.4695866E8,4.4703034E8,4.398527E8,4.0174272E8,4.0645626E8,4.057588E9,3.6854254E9,4.295977E9,3.745722E9,3.6595502E9,
