structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	3	0.017	0.017	-159.226	0.099	0.331	21.375	C7H13N3O7	[M + H3N + H]+	C7H17N4O7+	POXNHWXAJVBVFB	InChI=1S/C7H13N3O7/c1-3-15-7(13)16-5-17-8-10(14)9(2)4-6(11)12/h3-5H2,1-2H3,(H,11,12)	(E)-[carboxymethyl(methyl)amino]-(ethoxycarbonyloxymethoxyimino)-oxidoazanium	CCOC(=O)OCON=[N+](N(C)CC(=O)O)[O-]	1.100	162326181;118237647	PUBCHEM:(162326181 118237647)	2	269.109	26	0.437	713686943765853253	713686811389418312	92	
1	2	0.858	0.858	-31.203	0.257	0.004	39.120	C9H18N2O4	[M + Na]+	C9H18N2NaO4+	GVRKWABULJAONN	InChI=1S/C9H18N2O4/c1-4(2)6(10)8(13)11-7(5(3)12)9(14)15/h4-7,12H,10H2,1-3H3,(H,11,13)(H,14,15)	Val-Thr	CC(C)C(C(=O)NC(C(C)O)C(=O)O)N	-0.997	4046492;9815826;124306824;124422925;156908028;92259306;92259307;104965309;61156961;79012809	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0292075);HMDB:(HMDB0029137);CHEBI:(90330 177280);SUPERNATURAL:(SN0116579);FooDB:(FDB112138);PUBCHEM:(4046492 9815826 124306824 124422925 156908028 92259306 92259307 104965309 61156961 79012809)	556793898	241.116	26	0.438	713686946378905046	713686811418778444	87	
1	1	0.659	0.659	-108.312	0.804	0.333	46.565	C11H18N4O3	[M - H2O + H]+	C11H17N4O2+	VLDVBZICYBVQHB	InChI=1S/C11H18N4O3/c1-6(2)9(11(17)18)15-10(16)8(12)3-7-4-13-5-14-7/h4-6,8-9H,3,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)		CC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-2.500	7021870;7021871;18218216	COCONUT:(CNP0471068);HMDB:(HMDB0028898);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(7021871);CHEBI:(74060);SUPERNATURAL:(SN0393232);FooDB:(FDB111927);PUBCHEM:(7021870 7021871 18218216);DSSTox:(DTXSID701315425);LOTUS:(Q27144373)	138318708778	237.135	26	0.441	713686933171039853	713686811292949308	96	
1	1	0.826	0.826	-142.164	0.607	0.333	54.842	C11H18N4O3S	[M - H2O + H]+	C11H17N4O2S+	AYIZHKDZYOSOGY	InChI=1S/C11H18N4O3S/c1-19-3-2-9(11(17)18)15-10(16)8(12)4-7-5-13-6-14-7/h5-6,8-9H,2-4,12H2,1H3,(H,13,14)(H,15,16)(H,17,18)	2-[[2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-4-methylsulfanylbutanoic acid	CSCCC(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-2.800	9795880;69971153;7408103;7408104	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028891);CHEBI:(74053);SUPERNATURAL:(SN0018691);FooDB:(FDB111920);PUBCHEM:(9795880 69971153 7408103 7408104);DSSTox:(DTXSID90428577);PUBCHEMANNOTATIONDRUG;PUBMED	138027204714	269.107	28	0.459	713686931212299549	713686811519441752	103	
1	1	0.203	0.203	-337.027	0.514	0.210	63.723	C28H31NO5	[M + H3N + H]+	C28H35N2O5+	FUCISFGNDJIQEK	InChI=1S/C28H31NO5/c1-15-9-10-22-18(11-15)26(31)19(14-33-22)24-23(27(32)34-17-7-5-6-8-17)16(2)29-20-12-28(3,4)13-21(30)25(20)24/h9-11,14,17,24,29H,5-8,12-13H2,1-4H3	cyclopentyl (4R)-2,7,7-trimethyl-4-(6-methyl-4-oxochromen-3-yl)-5-oxo-1,4,6,8-tetrahydroquinoline-3-carboxylate	CC1=CC2=C(C=C1)OC=C(C2=O)C3C4=C(CC(CC4=O)(C)C)NC(=C3C(=O)OC5CCCC5)C	4.500	1084629;1084630;2874792	SUPERNATURAL:(SN0095584);PUBCHEM:(1084629 1084630 2874792)	1048578	479.253	28	0.460	713686941484151550	713686811544607580	99	
1	2	0.120	0.120	-162.926	0.078	0.332	14.487	C12H13NO4	[M + H3N + H]+	C12H17N2O4+	JYKQZYMZPYYHLX	InChI=1S/C12H13NO4/c1-2-16-11(14)8-13-12(15)17-9-10-6-4-3-5-7-10/h2-7H,1,8-9H2,(H,13,15)	N-Carbobenzoxyglycine vinyl ester	C=COC(=O)CNC(=O)OCC1=CC=CC=C1	1.800	47309	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(47309);DSSTox:(DTXSID40214386);PUBMED:(null)	137506062402	253.118	28	0.461	713686929136118845	713686811611716452	97	
1	1	0.621	0.748	-150.911	1.000	1.000	27.251	C11H20N2O5	[M + K]+	C11H20KN2O5+	YBAFDPFAUTYYRW	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)	2-(2-amino-4-carboxybutanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	-0.457	64887981;64888761;9856500;124433150;91974018;79001418;122173491	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0128313);HMDB:(HMDB0028823);CHEBI:(73506);SUPERNATURAL:(SN0445471);FooDB:(FDB111867);PUBCHEM:(64887981 64888761 9856500 124433150 91974018 79001418 122173491);DSSTox:(DTXSID201315070);LOTUS:(Q27140586);PUBMED:(null)	138264182890	299.100	28	0.466	713686940439769646	713686811490081620	110	
1	1	0.111	0.111	-177.037	1.000	0.333	73.044	C11H19NO4S	[M + H3N + H]+	C11H23N2O4S+	ZJCJPLRZNWJTBK	InChI=1S/C11H19NO4S/c1-8(13)12-10(11(14)15)4-5-17-7-16-6-9-2-3-9/h9-10H,2-7H2,1H3,(H,12,13)(H,14,15)	2-Acetamido-4-(cyclopropylmethoxymethylsulfanyl)butanoic acid	CC(=O)NC(CCSCOCC1CC1)C(=O)O	0.900	106929677	PUBCHEM:(106929677)	2	279.137	28	0.466	713686936174161922	713686811582356320	98	
1	1	0.340	0.340	-253.630	0.987	0.452	14.733	C10H20N2O4S	[M + Na]+	C10H20N2NaO4S+	IWVIMZWOKNCJOY	InChI=1S/C10H20N2O4S/c1-6(2)8(11)9(13)12-7(10(14)15)4-5-17(3)16/h6-8H,4-5,11H2,1-3H3,(H,12,13)(H,14,15)	2-(2-amino-3-methylbutanamido)-4-methanesulfinylbutanoic acid	CC(C)C(C(=O)NC(CCS(=O)C)C(=O)O)N	-1.310	91746311	COCONUT:(CNP0347436);SUPERNATURAL:(SN0157389);PUBCHEM:(91746311)	3145730	287.103	28	0.473	713686934307696296	713686811641076584	106	
1	3	0.006	0.047	-150.941	0.094	0.304	8.769	C9H15NO4S	[M + H3N + H]+	C9H19N2O4S+	CVFXMLXLNNEEJM	InChI=1S/C9H15NO4S/c1-3-7(4-11)15-5-8(9(13)14)10-6(2)12/h3,7-8,11H,1,4-5H2,2H3,(H,10,12)(H,13,14)	(2R)-2-acetamido-3-(1,1,2,3,4,4-hexadeuterio-1-hydroxybut-3-en-2-yl)sulfanylpropanoic acid	CC(=O)NC(CSC(CO)C=C)C(=O)O	-0.200	3081303;29970881;46780008;3547512;71312920;71312924	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0244631);BloodExposome:(3081303);CHEBI:(165875);MESH:(3081303);PUBCHEM:(3081303 29970881 46780008 3547512 71312920 71312924);DSSTox:(DTXSID70932440);PUBMED	137459925102	251.106	29	0.480	713686925151529508	713686811842403204	117	
1	1	0.058	0.058	-219.145	0.969	0.333	147.372	C10H17NO4S	[M + H3N + H]+	C10H21N2O4S+	BOUVNAQZJMDMLE	InChI=1S/C10H17NO4S/c1-9(2,3)15-8(14)11-10(7(12)13)4-5-16-6-10/h4-6H2,1-3H3,(H,11,14)(H,12,13)	3-{[(Tert-butoxy)carbonyl]amino}thiolane-3-carboxylic acid	CC(C)(C)OC(=O)NC1(CCSC1)C(=O)O	1.200	124425566;124425567;61685270	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(124425566 124425567 61685270)	67108866	265.122	29	0.484	713686935939280871	713686811724962676	107	
1	1	0.061	0.061	-293.618	0.975	0.333	28.893	C6H15NO3	[M - H2O + H]+	C6H14NO2+	KRIMGIWOIXHVDE	InChI=1S/C6H15NO3/c1-2-3-4-5(7)6(8,9)10/h5,8-10H,2-4,7H2,1H3	2-Aminohexane-1,1,1-triol	CCCCC(C(O)(O)O)N	-0.800	90384333	PUBCHEM:(90384333)	2	132.102	30	0.499	713686931677867420	713686811758517112	115	
1	1	0.448	0.448	-263.721	0.800	0.333	84.571	C12H22N4O3	[M + H3N + H]+	C12H26N5O3+	YIXAEVIJRAJICT	InChI=1S/C12H22N4O3/c13-12(14)15-7-3-6-9(11(18)19)16-10(17)8-4-1-2-5-8/h8-9H,1-7H2,(H,16,17)(H,18,19)(H4,13,14,15)	N-cyclopentanoyl-(L)-arginine	C1CCC(C1)C(=O)NC(CCCN=C(N)N)C(=O)O	-0.100	15432051	PUBCHEM:(15432051)	2	288.203	30	0.503	713686934391582407	713686811813043072	105	
1	1	0.319	0.319	-181.547	0.524	0.333	26.836	C20H36N4O6	[M + H]+	C20H37N4O6+	VPIAUJHNRCATCT	InChI=1S/C20H36N4O6/c1-5-11(3)15(21)19(28)24-9-7-8-14(24)18(27)22-13(10-25)17(26)23-16(20(29)30)12(4)6-2/h11-16,25H,5-10,21H2,1-4H3,(H,22,27)(H,23,26)(H,29,30)	H-DL-xiIle-DL-Pro-DL-Ser-DL-xiIle-OH	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)O)N	0.040	18297306	PUBCHEM:(18297306)	2	429.270	30	0.507	713686920713955213	713686811875957640	129	
1	1	0.231	0.231	-164.914	0.996	0.333	23.818	C10H20N2O4	[M - H2O + H]+	C10H19N2O3+	LLOPSLUNSGBASE	InChI=1S/C10H20N2O4/c1-3-7(9(13)14)11-5-6-12-8(4-2)10(15)16/h7-8,11-12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	(2R)-2-[2-[[(1R)-1-carboxypropyl]amino]ethylamino]butanoic acid	CCC(C(=O)O)NCCNC(CC)C(=O)O	-4.100	92752896;92759183;92759184;164632	BloodExposome:(164632);CHEBI:(190044);MESH:(164632);PUBCHEM:(92752896 92759183 92759184 164632);DSSTox:(DTXSID60964412);PUBMED:(null)	137443147878	215.139	31	0.509	713686932105686504	713686811905317772	109	
1	2	0.108	0.108	-169.515	0.011	0.333	28.995	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	QOMCIWUKYNTXFH	InChI=1S/C9H15NO4/c1-4-14-9(13)10-7(8(11)12)5-6(2)3/h4,6-7H,1,5H2,2-3H3,(H,10,13)(H,11,12)	2-(Ethenoxycarbonylamino)-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)OC=C	1.800	139687778;280921	PUBCHEM:(139687778 280921)	2	219.134	31	0.520	713686921611536417	713686812312165320	125	
1	4	0.263	0.263	-190.046	0.012	0.011	14.625	C15H18N4O4	[M - H2O + H]+	C15H17N4O3+	GKUSWHCXMZJRRT	InChI=1S/C15H18N4O4/c1-7-8(2)12(13(20)18-9(7)3)14(21)19-11(15(22)23)4-10-5-16-6-17-10/h5-6,11H,4H2,1-3H3,(H,16,17)(H,18,20)(H,19,21)(H,22,23)	(2S)-3-(1H-imidazol-5-yl)-2-[(4,5,6-trimethyl-2-oxo-1H-pyridine-3-carbonyl)amino]propanoic acid	CC1=C(NC(=O)C(=C1C)C(=O)NC(CC2=CN=CN2)C(=O)O)C	0.200	121501994	PUBCHEM:(121501994)	2	301.130	32	0.528	713686934601297695	713686811964038036	118	
1	1	0.054	0.054	-127.524	1.000	0.333	86.021	C11H16N2O2	[M + H3N + H]+	C11H20N3O2+	ULSRTULZEWKAHA	InChI=1S/C11H16N2O2/c14-10-7-13(8-3-1-4-8)11(15)9-5-2-6-12(9)10/h8-9H,1-7H2	2-cyclobutyl-6,7,8,8a-tetrahydro-3H-pyrrolo[1,2-a]pyrazine-1,4-dione	C1CC(C1)N2CC(=O)N3CCCC3C2=O	0.500	79944354	PUBCHEM:(79944354)	2	226.155	32	0.531	713686946102080916	713686811993398168	122	
1	1	0.158	0.158	-205.051	0.523	0.333	26.262	C20H34N6O6	[M - H2O + H]+	C20H33N6O5+	PPUFQCCFKPWGHM	InChI=1S/C20H34N6O6/c1-11(2)5-13-19(31)23-7-15(27)22-10-18(30)26-14(6-12(3)4)20(32)24-8-16(28)21-9-17(29)25-13/h11-14H,5-10H2,1-4H3,(H,21,28)(H,22,27)(H,23,31)(H,24,32)(H,25,29)(H,26,30)	Cyclo(Gly-Gly-Leu-Gly-Gly-Leu-)	CC(C)CC1C(=O)NCC(=O)NCC(=O)NC(C(=O)NCC(=O)NCC(=O)N1)CC(C)C	-0.500	15725920	PUBCHEM:(15725920)	2	437.251	32	0.531	713686957678361320	713686812022758300	124	
1	1	0.080	0.089	-300.082	0.999	0.333	104.409	C15H18N2O3	[M + H3N + H]+	C15H22N3O3+	IXXXSPXHTGEIQP	InChI=1S/C15H18N2O3/c1-2-3-7-10-15(11-8-5-4-6-9-11)12(18)16-14(20)17-13(15)19/h4-6,8-9H,2-3,7,10H2,1H3,(H2,16,17,18,19,20)	5-Pentyl-5-phenylbarbituric acid	CCCCCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	2.287	48165	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(48165);DSSTox:(DTXSID30216970)	137506062338	292.165	32	0.532	713686939412165032	713686812047924128	123	
1	1	0.373	0.748	-208.777	0.801	0.267	60.942	C13H15NO5	[M + H3N + H]+	C13H19N2O5+	QFNMSDIRMFONHR	InChI=1S/C13H15NO5/c1-8(15)14-12(13(18)19-9(2)16)7-10-3-5-11(17)6-4-10/h3-6,12,17H,7H2,1-2H3,(H,14,15)	Acetyl 2-acetamido-3-(4-hydroxyphenyl)propanoate	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)OC(=O)C	0.995	21116289;73743562	NORMAN:(NS00051640);PUBCHEM:(21116289 73743562)	262146	283.126	32	0.536	713686935503073196	713686812077284260	139	
1	3	0.478	0.478	-258.165	0.038	0.333	63.326	C11H21N5O4	[M - H2O + H]+	C11H20N5O3+	AZDCVMCXGLWYHN	InChI=1S/C11H21N5O4/c12-11(13)14-3-1-2-7(10(19)20)16-9(18)8-4-6(17)5-15-8/h6-8,15,17H,1-5H2,(H,16,18)(H,19,20)(H4,12,13,14)	Hydroxyprolyl-Arginine	C1C(CNC1C(=O)NC(CCCN=C(N)N)C(=O)O)O	-4.800	131750764	HMDB:(HMDB0028857);CHEBI:(193861);SUPERNATURAL:(SN0019257);FooDB:(FDB111889);PUBCHEM:(131750764)	537919530	270.156	33	0.543	713686942612419520	713686812127615916	127	
1	1	0.120	0.120	-174.590	0.800	0.333	87.846	C12H20N2O5	[M + H3N + H]+	C12H24N3O5+	FAIDFZQENXZKAI	InChI=1S/C12H20N2O5/c1-4-5-13-10(15)8-9(19-8)11(16)14-7(6(2)3)12(17)18/h6-9H,4-5H2,1-3H3,(H,13,15)(H,14,16)(H,17,18)	3-methyl-2-[[(2S,3S)-3-(propylcarbamoyl)oxirane-2-carbonyl]amino]butanoic acid	CCCNC(=O)C1C(O1)C(=O)NC(C(C)C)C(=O)O	0.500	59114276	PUBCHEM:(59114276)	2	290.171	33	0.544	713686935792480206	713686812102450088	128	
1	1	0.327	0.327	-183.808	0.800	0.333	69.362	C11H17NO5	[M + H3N + H]+	C11H21N2O5+	IYALAKSHMIFMBF	InChI=1S/C11H17NO5/c1-2-3-4-5-9(13)12-8(11(16)17)6-7-10(14)15/h4-5,8H,2-3,6-7H2,1H3,(H,12,13)(H,14,15)(H,16,17)	2-[[(E)-hex-2-enoyl]amino]pentanedioic acid	CCCC=CC(=O)NC(CCC(=O)O)C(=O)O	0.800	90258399;90258400	PUBCHEM:(90258399 90258400)	2	261.144	33	0.557	713686944789263538	713686812156976048	100	
1	1	0.034	0.034	-305.301	0.998	0.332	11.385	C12H25NO4S	[M - H2O + H]+	C12H24NO3S+	BJOVPICCZZFNCS	InChI=1S/C12H25NO4S/c1-2-3-4-5-10(15)11(6-7-14)18-8-9(13)12(16)17/h9-11,14-15H,2-8,13H2,1H3,(H,16,17)	S-(1,4-dihydroxynonan-3-yl)-L-cysteine	CCCCCC(C(CCO)SCC(C(=O)O)N)O	-1.300	118987329	CHEBI:(131664);PUBCHEM:(118987329)	34	262.148	33	0.557	713686941026972323	713686812182141876	133	
1	4	0.152	0.152	-344.478	0.012	0.011	25.320	C21H38N8O6	[M + Na]+	C21H38N8NaO6+	OHGJMPDANPWMKQ	InChI=1S/C21H38N8O6/c1-12(30)16(23)18(32)27-13(6-2-3-9-22)19(33)29-11-5-8-15(29)17(31)28-14(20(34)35)7-4-10-26-21(24)25/h5,8,12-16,30H,2-4,6-7,9-11,22-23H2,1H3,(H,27,32)(H,28,31)(H,34,35)(H4,24,25,26)	Tuftsin, (3,4-dehydro-pro)(3)-	CC(C(C(=O)NC(CCCCN)C(=O)N1CC=CC1C(=O)NC(CCCN=C(N)N)C(=O)O)N)O	-5.600	53461943;129606519;129606520;129606521;129606522;21120393;124648;24983848	MESH:(124648);PUBCHEM:(53461943 129606519 129606520 129606521 129606522 21120393 124648 24983848);DSSTox:(DTXSID30919691);PUBMED	137438953542	521.282	34	0.559	713686938502000928	713686812207307704	131	
1	1	0.069	0.069	-233.383	1.000	0.333	23.336	C10H18N2O4	[M - H2O + H]+	C10H17N2O3+	QXMNNNAFUOZTQZ	InChI=1S/C10H18N2O4/c1-6(2)4-8(10(15)16)12-9(14)5-11-7(3)13/h6,8H,4-5H2,1-3H3,(H,11,13)(H,12,14)(H,15,16)	N-Acetylglycyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)CNC(=O)C	-0.131	4098449;7010526;7010527;12831080	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4098449 7010526 7010527 12831080);PUBMED:(null)	67108930	213.123	34	0.563	713686945925920089	713686812286999492	136	
1	2	0.419	0.419	-233.050	0.201	0.333	56.395	C15H27N3O7	[M - H2O + H]+	C15H26N3O6+	PNDMHTTXXPUQJH	InChI=1S/C15H27N3O7/c1-4-7(2)11(16)14(23)17-9(5-6-10(20)21)13(22)18-12(8(3)19)15(24)25/h7-9,11-12,19H,4-6,16H2,1-3H3,(H,17,23)(H,18,22)(H,20,21)(H,24,25)	4-[(2-Amino-3-methylpentanoyl)amino]-5-[(1-carboxy-2-hydroxypropyl)amino]-5-oxopentanoic acid	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)O)N	-1.208	145456140;18221713	CHEBI:(158402);PUBCHEM:(145456140 18221713)	34	344.181	34	0.564	713686937180795033	713686812232473532	135	
1	1	0.231	0.231	-177.149	0.742	0.033	52.625	C12H13NO5	[M + H3N + H]+	C12H17N2O5+	QOXGDQIXNKKWHC	InChI=1S/C12H13NO5/c1-2-7-18-12(17)13-10(11(15)16)8-3-5-9(14)6-4-8/h2-6,10,14H,1,7H2,(H,13,17)(H,15,16)	(R)-((Allyloxy)carbonylamino)(4-hydroxyphenyl)acetic acid	C=CCOC(=O)NC(C1=CC=C(C=C1)O)C(=O)O	1.500	3020131;11357171;13060652	NORMAN:(NS00038654);PUBCHEM:(3020131 11357171 13060652);DSSTox:(DTXSID60233832)	137439215618	269.113	34	0.565	713686940485907015	713686812261833664	134	
1	1	0.144	0.144	-214.960	0.990	0.333	23.201	C10H19NO4	[M - H2O + H]+	C10H18NO3+	XMLFIOJWWQQWAH	InChI=1S/C10H19NO4/c1-5(2)7(9(12)13)11-8(6(3)4)10(14)15/h5-8,11H,1-4H3,(H,12,13)(H,14,15)	Diisopropyl iminodiacetic acid	CC(C)C(C(=O)O)NC(C(C)C)C(=O)O	-0.600	85540019;161751578	BloodExposome:(85540019);PUBCHEM:(85540019 161751578)	4194306	200.128	34	0.569	713686932466396685	713686812362496976	137	
1	1	0.075	0.075	-411.900	0.998	0.333	68.951	C15H18N4O3	[M + H3N + H]+	C15H22N5O3+	KTOATHAWJJYSMD	InChI=1S/C15H18N4O3/c1-16-7-13(20)17-9-6-12-14(21)18-11-5-3-2-4-10(11)15(22)19(12)8-9/h2-5,9,12,16H,6-8H2,1H3,(H,17,20)(H,18,21)		CNCC(=O)NC1CC2C(=O)NC3=CC=CC=C3C(=O)N2C1	-0.500	163143776;85006393;9421109;9421110	COCONUT:(CNP0453968);SUPERNATURAL:(SN0195040);PUBCHEM:(163143776 85006393 9421109 9421110)	3145730	320.171	35	0.580	713686943690355759	713686812387662804	142	
1	2	0.071	0.071	-250.904	0.031	0.333	20.757	C9H15NO3	[M + H3N + H]+	C9H19N2O3+	DPJLQTWQGJDAPI	InChI=1S/C9H15NO3/c1-6(11)4-9(2,3)10-8(12)7-5-13-7/h7H,4-5H2,1-3H3,(H,10,12)	N-(1,1-Dimethyl-3-oxobutyl)oxirane-2-carboxamide	CC(=O)CC(C)(C)NC(=O)C1CO1	-0.500	5743437	NORMAN:(NS00054586);PUBCHEM:(5743437);DSSTox:(DTXSID60956074)	137439215618	203.139	35	0.581	713686924673378784	713686812437994460	147	
1	1	0.649	0.649	-224.341	0.800	0.333	89.528	C12H22N4O3	[M + H3N + H]+	C12H26N5O3+	YIXAEVIJRAJICT	InChI=1S/C12H22N4O3/c13-12(14)15-7-3-6-9(11(18)19)16-10(17)8-4-1-2-5-8/h8-9H,1-7H2,(H,16,17)(H,18,19)(H4,13,14,15)	N-cyclopentanoyl-(L)-arginine	C1CCC(C1)C(=O)NC(CCCN=C(N)N)C(=O)O	-0.100	15432051	PUBCHEM:(15432051)	2	288.203	35	0.586	713686928397921252	713686812475743200	145	
1	2	0.017	0.017	-318.996	0.463	0.333	21.687	C8H18N2O4	[M - H2O + H]+	C8H17N2O3+	QRJMLIPXTTYRMQ	InChI=1S/C8H18N2O4/c1-9-3-5(11)4(10-2)7(13)8(14)6(3)12/h3-14H,1-2H3	Actinamine	CNC1C(C(C(C(C1O)O)O)NC)O	-3.200	140565917;46173945;132067301;165422	COCONUT:(CNP0343680);BloodExposome:(46173945);CHEBI:(81195);SUPERNATURAL:(SN0313160);KEGG:(C17575);PUBCHEM:(140565917 46173945 132067301 165422);DSSTox:(DTXSID30977751);LOTUS:(Q105226428)	137714729250	189.123	35	0.591	713686925700983451	713686812513491940	144	
1	2	0.100	0.100	-318.423	0.298	0.333	39.144	C22H39N5O5	[M + H]+	C22H40N5O5+	HTQXOOAPDDHDGY	InChI=1S/C22H39N5O5/c1-7-13(4)18(21(31)24-14(5)11-28)26-20(30)16-9-8-10-27(16)22(32)17(12(2)3)25-19(29)15(6)23/h11-18H,7-10,23H2,1-6H3,(H,24,31)(H,25,29)(H,26,30)	H-Ala-Val-Pro-Ile-Ala-al	CCC(C)C(C(=O)NC(C)C=O)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C)N	0.527	5478885	PUBCHEMANNOTATIONBIO;PUBCHEM:(5478885)	16777218	454.303	36	0.594	713686925625485954	713686812538657768	149	
1	1	0.666	0.873	-107.924	0.998	0.333	118.446	C11H18N2O2	[M + H3N + H]+	C11H22N3O2+	ZDACRNZBFJOLTC	InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)	Cyclo(Isoleucylprolyl)	CCC(C)C1C(=O)N2CCCC2C(=O)N1	1.100	51521687;9990707;6428988;66523200;44566897;44566903;13654638;13654639;13654640;26316343;26316340	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0139884);CHEBI:(182600);SUPERNATURAL:(SN0467107);PUBCHEM:(51521687 9990707 6428988 66523200 44566897 44566903 13654638 13654639 13654640 26316343 26316340);DSSTox:(DTXSID801334846);LOTUS:(Q105371922 Q105371919 Q77310819 Q105371924);GNPS:(CCMSLIB00000846841);PUBMED:(null)	137727316066	228.171	36	0.595	713686925529016949	713686812572212204	148	
1	3	0.995	0.995	-95.297	0.191	0.333	25.832	C10H18N2O3S	[M + H]+	C10H19N2O3S+	MTWJTFBVRDGROD	InChI=1S/C10H18N2O3S/c1-16-6-4-8(10(14)15)12-9(13)7-3-2-5-11-7/h7-8,11H,2-6H2,1H3,(H,12,13)(H,14,15)	4-methylsulfanyl-2-[[(2R)-pyrrolidine-2-carbonyl]amino]butanoic acid	CSCCC(C(=O)O)NC(=O)C1CCCN1	0.244	5233577;5250073;7408172;7408173;92177205;92450007;92450008;104901021;104909311;61159178;61161144	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029023);METACYC:(CPD-23019);CHEBI:(174275 141444);SUPERNATURAL:(SN0235215);FooDB:(FDB112033);PUBCHEM:(5233577 5250073 7408172 7408173 92177205 92450007 92450008 104901021 104909311 61159178 61161144);DSSTox:(DTXSID30413245 DTXSID40428582)	137993652266	247.111	36	0.598	713686927156407115	713686812635126772	151	
1	2	0.026	0.026	-173.191	0.264	0.266	1.317	C13H16FNO	[M - H2O + H]+	C13H15FN+	AOKPJIGYKRAPCQ	InChI=1S/C13H16FNO/c1-10(16)11-5-6-13(12(14)9-11)15-7-3-2-4-8-15/h5-6,9H,2-4,7-8H2,1H3	1-(3-Fluoro-4-piperidin-1-ylphenyl)ethanone	CC(=O)C1=CC(=C(C=C1)N2CCCCC2)F	2.700	775592	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(775592);DSSTox:(DTXSID101320597);PUBMED	137506062402	204.118	36	0.598	713686920558765927	713686812739984388	153	
1	2	0.263	0.263	-272.813	0.192	0.333	88.257	C15H27N5O5	[M - H2O + H]+	C15H26N5O4+	GTGSLOUHEKUPLU	InChI=1S/C15H27N5O5/c1-7(6-21)17-13(23)9(3)19-15(25)11(5)20-14(24)10(4)18-12(22)8(2)16/h6-11H,16H2,1-5H3,(H,17,23)(H,18,22)(H,19,25)(H,20,24)	H-Ala-Ala-Ala-Ala-Ala-al	CC(C=O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)N	-1.800	46907788	PUBCHEMANNOTATIONBIO;PUBCHEM:(46907788)	16777218	340.198	36	0.599	713686931312962909	713686812660292600	150	
1	1	0.020	0.020	-273.173	0.368	0.279	2.028	C12H24N4OS	[M - H2O + H]+	C12H23N4S+	IOVKUWSDSWMTCT	InChI=1S/C12H24N4OS/c1-3-13-12(15-7-6-14-10(2)17)16-9-11-5-4-8-18-11/h11H,3-9H2,1-2H3,(H,14,17)(H2,13,15,16)	N-[2-[[N-ethyl-N'-(thiolan-2-ylmethyl)carbamimidoyl]amino]ethyl]acetamide	CCNC(=NCC1CCCS1)NCCNC(=O)C	0.400	109666637	PUBCHEM:(109666637)	2	255.165	36	0.604	713686921007556544	713686812765150216	159	
